"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CD300LF",8.82572103273933,1.82524127105506,0.158760609623435,11.4968144515467,1.36874269364407e-30,8.07270465560647e-30
"CD36",2918.31263560632,1.3132208344925,0.103832827486748,12.6474532792638,1.15560276214494e-36,8.40282793355299e-36
"CD38",8.88879065674811,2.14380076598256,0.156440560765033,13.7036121290978,9.65966982775701e-43,8.49220749405316e-42
"CD3D",135.688000974491,1.34180589049559,0.0882474037823344,15.205046641431,3.27397496455297e-52,3.93518165874053e-51
"CD3E",291.633983014926,1.26882697016275,0.0906612770019506,13.9952470571913,1.66649553875439e-44,1.5743132458459e-43
"CD3G",52.9103204966565,1.24650474370745,0.0972282816377069,12.8203926132541,1.26060579740785e-37,9.51876119226842e-37
"CD5",160.289721484052,1.33703896794871,0.0997479772594316,13.4041712391946,5.7158207693269e-41,4.77900042186379e-40
"CD6",168.605194052797,1.22044611545234,0.0979708273438768,12.4572400636017,1.27714428831135e-35,8.99358688506095e-35
"CD7",78.7221008406827,2.14571499559943,0.123613090303237,17.3583152911698,1.7065804171921e-67,3.16498955558572e-66
"CD80",12.7082072104776,3.22333256146235,0.150315385187028,21.4437967041881,5.21782784536331e-102,2.00152615005733e-100
"CD83",279.461216653403,1.35543925594221,0.068741823241328,19.7178252194992,1.51608621989447e-86,4.30910757723985e-85
"CDC20",431.143401026025,1.88741149278177,0.0819693396645761,23.0258228321123,2.57001658497596e-117,1.29092393168614e-115
"CDC25A",81.8428136318624,1.89080560218295,0.0784723756065952,24.0951747359109,2.80850160095732e-128,1.70243739020993e-126
"CDC25B",1436.24490581085,1.60463798941993,0.0622112470647953,25.7933744319357,1.05225428274889e-146,8.20090242586834e-145
"CDC25C",38.5346404585332,1.51644698813769,0.0885073599425721,17.1335693339135,8.3378728760975e-66,1.49140094067901e-64
"CDC45",133.655839504381,1.70689473361305,0.0855496141593936,19.9521032372258,1.4371385798133e-88,4.26365584705939e-87
"CDC6",172.682709018901,1.7716505692413,0.0702632182979708,25.2144808074136,2.77906697232164e-140,2.02902882291439e-138
"CDCA2",99.328768613077,1.74743655464567,0.0744130885699942,23.4829193119972,6.0967857490697e-122,3.32613533643691e-120
"CDCA3",81.1717444151876,1.33919817165029,0.0776074697469017,17.2560473369093,1.00777682492527e-66,1.84806132974158e-65
"CDCA5",219.442060699832,1.4910445632242,0.0620358888559518,24.0351930265145,1.19246287544257e-127,7.1840401453043e-126
"CDCA8",225.6715578109,1.25784038261081,0.0582251474919505,21.6030433033202,1.68163689344429e-103,6.59228514715485e-102
"CDH17",2.94771036696946,1.17605240082762,0.224926399314539,5.2286099115605,1.7078928916128e-07,3.39469855189509e-07
"CDH26",64.0240194687921,2.78554948119493,0.101113173994964,27.5488284180821,4.57072687334521e-167,4.8787541191576e-165
"CDH3",3121.97719404024,1.93897187884338,0.085021985216723,22.8055352259877,4.04046187480611e-115,1.94974622165091e-113
"CDK1",285.985005496396,1.79177634212916,0.0820240393720203,21.8445269929045,8.76278310376986e-106,3.61556849071513e-104
"CDK5R1",210.626541199382,2.29862851084811,0.0542730910267012,42.3530052805954,0,0
"CDKN2A",17.0535719443892,1.38635024869264,0.131213702193591,10.5655905253495,4.30252127194469e-26,2.13441570550628e-25
"CDKN3",102.563162084355,1.64323732427516,0.0781545582213059,21.0254828595166,3.83472767889221e-98,1.37685651944137e-96
"CDRT1",37.9512259438422,1.81418261982254,0.116200123968427,15.6125704333626,5.97792388758537e-55,7.82188042319631e-54
"CEACAM3",2.46381880829663,2.18822546634229,0.247998611764538,8.82353917537206,1.10897872422954e-18,4.00521186904528e-18
"CEACAM4",5.61781489849779,1.38490630593473,0.165208776746713,8.38276472476989,5.16987496984556e-17,1.72857242777948e-16
"CENPA",62.2925938040816,1.19516590949021,0.07345904741129,16.2698258636352,1.61616712198319e-59,2.40284044479559e-58
"CENPE",156.004613196455,1.84367349212889,0.113774788278598,16.2045873257467,4.68018163683466e-59,6.8341090964634e-58
"CENPF",626.642329358565,1.38427904907195,0.0763410466228967,18.1328277552952,1.75497860882569e-73,3.75466011735692e-72
"CENPI",43.2302669269463,1.15856972036407,0.0738274157435298,15.6929469722853,1.69023041861487e-55,2.24449800010791e-54
"CENPK",57.0420915386707,1.23958261716117,0.101356349059471,12.2299454219079,2.15083099516273e-34,1.45212515452032e-33
"CENPN",277.494395974685,1.35201155773812,0.0484847785810854,27.8852785823706,4.02489137443218e-171,4.41613779853899e-169
"CENPW",135.199787175843,1.00433927066499,0.0628862897285673,15.970719134488,2.04415446173698e-57,2.85338973905574e-56
"CEP55",172.371828902777,1.93017597974867,0.0793713886648463,24.3182841098955,1.25594382054963e-130,7.88074652894401e-129
"CERS3",2953.2722193096,1.17573826128145,0.0507245836883953,23.1788646803706,7.43989849383115e-119,3.84525280049589e-117
"CES3",65.2309928601139,1.49729802796055,0.105365272072362,14.2105458327128,7.88088354704928e-46,7.79750896040543e-45
"CFB",908.396569866128,1.88611062549635,0.0675116700209271,27.9375495364238,9.33955686124766e-172,1.03049941997137e-169
"CH25H",69.6887369457832,1.42537699540588,0.0899209912420468,15.8514377534951,1.37400969582008e-56,1.87529884822142e-55
"CHAC1",381.400385049684,4.87946528530269,0.170413912640489,28.6330218565933,2.60850788387868e-180,3.37046676574851e-178
"CHAC2",42.1532171140071,1.73345703616315,0.0908424267915374,19.0820203443159,3.56219420642743e-81,8.88964348338435e-80
"CHEK1",196.979396835961,1.03399519062484,0.0552921919472937,18.7005642968628,4.89835946881147e-78,1.15076291827102e-76
"CHI3L2",1653.21280061231,4.13771104039533,0.131959067717936,31.3560190440245,8.05427359499834e-216,1.86101098124432e-213
"CHRNA3",27.5825917379159,1.31069931931652,0.126824593212355,10.334740968748,4.90736116509236e-25,2.3348007093608e-24
"CHRNA5",33.2856257566055,1.74212992888203,0.0939262795031933,18.5478434586862,8.48901383348122e-77,1.93865385685548e-75
"CHRNA6",3.321068892437,2.3276121748143,0.231200722219818,10.067495258952,7.69118188430827e-24,3.46853759375005e-23
"CHRNA9",109.6672941301,2.66573653779198,0.118547452631105,22.4866623333291,5.60611125900066e-112,2.60910012148751e-110
